,theta1,theta2,gp_mean,gp_sd
8776,0.86,90.0,[[-0.3643247]],[0.02155478]
8777,0.86,91.0,[[-0.36521521]],[0.02144618]
8778,0.86,92.0,[[-0.36647713]],[0.02087497]
8779,0.86,93.0,[[-0.36805369]],[0.01984814]
8780,0.86,94.0,[[-0.36986495]],[0.0183963]
8781,0.86,95.0,[[-0.37181514]],[0.01660467]
8782,0.86,96.0,[[-0.37380209]],[0.01468509]
8783,0.86,97.0,[[-0.37572954]],[0.01310992]
8784,0.86,98.0,[[-0.37751723]],[0.01268898]
8785,0.86,99.0,[[-0.37909263]],[0.01408693]
8786,0.86,100.0,[[-0.38038326]],[0.01714801]
8787,0.87,0.0,[[-0.2707073]],[0.01627638]
8788,0.87,1.0,[[-0.28627075]],[0.01418224]
8789,0.87,2.0,[[-0.30075374]],[0.01357114]
8790,0.87,3.0,[[-0.31392772]],[0.01414356]
8791,0.87,4.0,[[-0.32566457]],[0.01521863]
8792,0.87,5.0,[[-0.33587599]],[0.01625203]
8793,0.87,6.0,[[-0.34449634]],[0.01696014]
8794,0.87,7.0,[[-0.35149953]],[0.01723939]
8795,0.87,8.0,[[-0.35692146]],[0.01709408]
8796,0.87,9.0,[[-0.36087756]],[0.01659844]
8797,0.87,10.0,[[-0.3635666]],[0.01587649]
8798,0.87,11.0,[[-0.3652476]],[0.01507617]
8799,0.87,12.0,[[-0.36617982]],[0.01431783]
8800,0.87,13.0,[[-0.36655776]],[0.01364747]
8801,0.87,14.0,[[-0.36649978]],[0.01306666]
8802,0.87,15.0,[[-0.36607947]],[0.01261672]
8803,0.87,16.0,[[-0.3653522]],[0.01240321]
8804,0.87,17.0,[[-0.36438066]],[0.01247028]
8805,0.87,18.0,[[-0.36326739]],[0.01264353]
8806,0.87,19.0,[[-0.3621345]],[0.01267518]
8807,0.87,20.0,[[-0.36108292]],[0.0124699]
8808,0.87,21.0,[[-0.36018085]],[0.01215344]
8809,0.87,22.0,[[-0.3594708]],[0.01200615]
8810,0.87,23.0,[[-0.35899237]],[0.01219423]
8811,0.87,24.0,[[-0.35878908]],[0.01262291]
8812,0.87,25.0,[[-0.35888959]],[0.01310641]
8813,0.87,26.0,[[-0.35930133]],[0.01346665]
8814,0.87,27.0,[[-0.36001833]],[0.01356142]
8815,0.87,28.0,[[-0.36103758]],[0.01332491]
8816,0.87,29.0,[[-0.36237707]],[0.01281319]
8817,0.87,30.0,[[-0.36409233]],[0.01223499]
8818,0.87,31.0,[[-0.36628647]],[0.01192366]
8819,0.87,32.0,[[-0.36893674]],[0.01202722]
8820,0.87,33.0,[[-0.37170083]],[0.01225496]
8821,0.87,34.0,[[-0.37429408]],[0.01234531]
8822,0.87,35.0,[[-0.37659702]],[0.01223761]
8823,0.87,36.0,[[-0.37863038]],[0.01207926]
8824,0.87,37.0,[[-0.38049839]],[0.01217425]
8825,0.87,38.0,[[-0.3822366]],[0.01271581]
8826,0.87,39.0,[[-0.38367023]],[0.01353238]
8827,0.87,40.0,[[-0.38459812]],[0.01435528]
8828,0.87,41.0,[[-0.38490936]],[0.01498556]
8829,0.87,42.0,[[-0.38458476]],[0.01529425]
8830,0.87,43.0,[[-0.38366614]],[0.01521703]
8831,0.87,44.0,[[-0.38222303]],[0.01476243]
8832,0.87,45.0,[[-0.38032992]],[0.01402441]
8833,0.87,46.0,[[-0.37805545]],[0.01319041]
8834,0.87,47.0,[[-0.37546478]],[0.01251109]
8835,0.87,48.0,[[-0.37264656]],[0.01215379]
8836,0.87,49.0,[[-0.36974465]],[0.01206978]
8837,0.87,50.0,[[-0.36693574]],[0.0121757]
8838,0.87,51.0,[[-0.36439656]],[0.01253694]
8839,0.87,52.0,[[-0.36227455]],[0.01326806]
8840,0.87,53.0,[[-0.36064256]],[0.0142538]
8841,0.87,54.0,[[-0.35951083]],[0.01519549]
8842,0.87,55.0,[[-0.35887105]],[0.01584441]
8843,0.87,56.0,[[-0.35871161]],[0.01606933]
8844,0.87,57.0,[[-0.35902253]],[0.01585006]
8845,0.87,58.0,[[-0.35979934]],[0.015268]
8846,0.87,59.0,[[-0.36104305]],[0.01449594]
8847,0.87,60.0,[[-0.36273643]],[0.01375103]
8848,0.87,61.0,[[-0.3647616]],[0.01316336]
8849,0.87,62.0,[[-0.36682971]],[0.01267235]
8850,0.87,63.0,[[-0.36857799]],[0.0121479]
8851,0.87,64.0,[[-0.36972073]],[0.01156667]
8852,0.87,65.0,[[-0.37012998]],[0.01106319]
8853,0.87,66.0,[[-0.36985637]],[0.01084199]
8854,0.87,67.0,[[-0.3690433]],[0.01093161]
8855,0.87,68.0,[[-0.36792681]],[0.01126396]
8856,0.87,69.0,[[-0.36677899]],[0.01176709]
8857,0.87,70.0,[[-0.36572513]],[0.01220968]
8858,0.87,71.0,[[-0.36483009]],[0.01237256]
8859,0.87,72.0,[[-0.36417225]],[0.01220824]
8860,0.87,73.0,[[-0.36384527]],[0.01186285]
8861,0.87,74.0,[[-0.36391705]],[0.01160951]
8862,0.87,75.0,[[-0.364329]],[0.01169989]
8863,0.87,76.0,[[-0.36491951]],[0.01223377]
8864,0.87,77.0,[[-0.3655088]],[0.01292628]
8865,0.87,78.0,[[-0.36595359]],[0.01341776]
8866,0.87,79.0,[[-0.36615709]],[0.01351867]
8867,0.87,80.0,[[-0.36606802]],[0.01323349]
8868,0.87,81.0,[[-0.36568969]],[0.01277707]
8869,0.87,82.0,[[-0.36509255]],[0.01259711]
8870,0.87,83.0,[[-0.3644012]],[0.01321637]
8871,0.87,84.0,[[-0.36367844]],[0.014602]
8872,0.87,85.0,[[-0.36296486]],[0.01633952]
8873,0.87,86.0,[[-0.36233622]],[0.01808438]
8874,0.87,87.0,[[-0.36188477]],[0.01961802]
8875,0.87,88.0,[[-0.36169893]],[0.02081353]
8876,0.87,89.0,[[-0.3618475]],[0.02159934]
8877,0.87,90.0,[[-0.36236981]],[0.02193574]
8878,0.87,91.0,[[-0.36327186]],[0.02180181]
8879,0.87,92.0,[[-0.36452738]],[0.02118955]
8880,0.87,93.0,[[-0.36608209]],[0.02010464]
8881,0.87,94.0,[[-0.36785971]],[0.01857737]
8882,0.87,95.0,[[-0.36976937]],[0.01669394]
8883,0.87,96.0,[[-0.3717152]],[0.01467077]
8884,0.87,97.0,[[-0.37360878]],[0.01299974]
8885,0.87,98.0,[[-0.37537935]],[0.01255022]
8886,0.87,99.0,[[-0.37696036]],[0.01402488]
8887,0.87,100.0,[[-0.37827535]],[0.01719467]
8888,0.88,0.0,[[-0.27219085]],[0.01598714]
8889,0.88,1.0,[[-0.28747223]],[0.0138009]
8890,0.88,2.0,[[-0.3016331]],[0.01321187]
8891,0.88,3.0,[[-0.31445551]],[0.01391488]
8892,0.88,4.0,[[-0.32583953]],[0.01514959]
8893,0.88,5.0,[[-0.33572076]],[0.01633192]
8894,0.88,6.0,[[-0.34405273]],[0.0171704]
8895,0.88,7.0,[[-0.35082497]],[0.01756127]
8896,0.88,8.0,[[-0.3560842]],[0.0175077]
8897,0.88,9.0,[[-0.35994951]],[0.01707929]
8898,0.88,10.0,[[-0.36261375]],[0.01638987]
8899,0.88,11.0,[[-0.36431988]],[0.01557186]
8900,0.88,12.0,[[-0.36530824]],[0.01473398]
8901,0.88,13.0,[[-0.36576232]],[0.0139287]
8902,0.88,14.0,[[-0.36579662]],[0.01318131]
8903,0.88,15.0,[[-0.36547972]],[0.01256407]
8904,0.88,16.0,[[-0.36485662]],[0.01222266]
8905,0.88,17.0,[[-0.36397642]],[0.01223855]
8906,0.88,18.0,[[-0.36293821]],[0.01241485]
8907,0.88,19.0,[[-0.36186643]],[0.01246212]
8908,0.88,20.0,[[-0.3608625]],[0.01227192]
8909,0.88,21.0,[[-0.35999451]],[0.01198272]
8910,0.88,22.0,[[-0.35930361]],[0.01191058]
8911,0.88,23.0,[[-0.35883061]],[0.01222041]
8912,0.88,24.0,[[-0.35862424]],[0.01275844]
8913,0.88,25.0,[[-0.35871736]],[0.01330081]
8914,0.88,26.0,[[-0.35912189]],[0.01366261]
8915,0.88,27.0,[[-0.35983688]],[0.0137139]
8916,0.88,28.0,[[-0.36086307]],[0.01340511]
8917,0.88,29.0,[[-0.36221922]],[0.01280512]
8918,0.88,30.0,[[-0.36395765]],[0.01213464]
8919,0.88,31.0,[[-0.36618051]],[0.01175143]
8920,0.88,32.0,[[-0.36886908]],[0.01183755]
8921,0.88,33.0,[[-0.37164544]],[0.01209111]
8922,0.88,34.0,[[-0.37421681]],[0.01225118]
8923,0.88,35.0,[[-0.37646874]],[0.01225429]
8924,0.88,36.0,[[-0.37843152]],[0.01223348]
8925,0.88,37.0,[[-0.38020901]],[0.0124514]
8926,0.88,38.0,[[-0.38183483]],[0.01305564]
8927,0.88,39.0,[[-0.38316523]],[0.01388618]
8928,0.88,40.0,[[-0.38401908]],[0.01468748]
8929,0.88,41.0,[[-0.3842879]],[0.01526584]
8930,0.88,42.0,[[-0.38394597]],[0.0154988]
8931,0.88,43.0,[[-0.38302597]],[0.0153291]
8932,0.88,44.0,[[-0.38158957]],[0.01477183]
8933,0.88,45.0,[[-0.37970578]],[0.01392991]
8934,0.88,46.0,[[-0.37743923]],[0.01301069]
8935,0.88,47.0,[[-0.37484994]],[0.0123076]
8936,0.88,48.0,[[-0.37202167]],[0.0120283]
8937,0.88,49.0,[[-0.36910269]],[0.01209605]
8938,0.88,50.0,[[-0.36627423]],[0.01237703]
8939,0.88,51.0,[[-0.36371193]],[0.01288885]
8940,0.88,52.0,[[-0.36155866]],[0.01369966]
8941,0.88,53.0,[[-0.3598898]],[0.01470128]
8942,0.88,54.0,[[-0.3587226]],[0.01563558]
8943,0.88,55.0,[[-0.35805291]],[0.01627727]
8944,0.88,56.0,[[-0.35787198]],[0.01650368]
8945,0.88,57.0,[[-0.35817242]],[0.01629596]
8946,0.88,58.0,[[-0.35895118]],[0.01573072]
8947,0.88,59.0,[[-0.36020646]],[0.01496626]
8948,0.88,60.0,[[-0.36191053]],[0.01419371]
8949,0.88,61.0,[[-0.3639388]],[0.01352572]
8950,0.88,62.0,[[-0.36601912]],[0.01291963]
8951,0.88,63.0,[[-0.36780951]],[0.01227505]
8952,0.88,64.0,[[-0.36902592]],[0.01158744]
8953,0.88,65.0,[[-0.36952388]],[0.01100964]
8954,0.88,66.0,[[-0.36933707]],[0.01078014]
8955,0.88,67.0,[[-0.36858148]],[0.01092263]
8956,0.88,68.0,[[-0.36746126]],[0.01132425]
8957,0.88,69.0,[[-0.36623693]],[0.01188012]
8958,0.88,70.0,[[-0.36505987]],[0.01237195]
8959,0.88,71.0,[[-0.36401767]],[0.01259612]
8960,0.88,72.0,[[-0.36319955]],[0.01250493]
8961,0.88,73.0,[[-0.36270138]],[0.01222911]
8962,0.88,74.0,[[-0.36258532]],[0.01201692]
8963,0.88,75.0,[[-0.36280254]],[0.01211301]
8964,0.88,76.0,[[-0.36320834]],[0.01261406]
8965,0.88,77.0,[[-0.36363269]],[0.0132705]
8966,0.88,78.0,[[-0.36393541]],[0.01374355]
8967,0.88,79.0,[[-0.36402245]],[0.01384661]
8968,0.88,80.0,[[-0.36384701]],[0.01358344]
8969,0.88,81.0,[[-0.36341685]],[0.01316675]
8970,0.88,82.0,[[-0.36280323]],[0.013033]
8971,0.88,83.0,[[-0.36212022]],[0.0136626]
8972,0.88,84.0,[[-0.36142941]],[0.01503527]
8973,0.88,85.0,[[-0.36076817]],[0.01676261]
8974,0.88,86.0,[[-0.36020264]],[0.01850353]
8975,0.88,87.0,[[-0.35981521]],[0.02003656]
8976,0.88,88.0,[[-0.35968589]],[0.0212303]
8977,0.88,89.0,[[-0.35987745]],[0.02200897]
8978,0.88,90.0,[[-0.36042577]],[0.0223294]
8979,0.88,91.0,[[-0.36133585]],[0.02216793]
8980,0.88,92.0,[[-0.36258236]],[0.02151459]
8981,0.88,93.0,[[-0.36411344]],[0.02037388]
8982,0.88,94.0,[[-0.36585643]],[0.01877589]
8983,0.88,95.0,[[-0.36772529]],[0.016808]
8984,0.88,96.0,[[-0.3696302]],[0.01469076]
8985,0.88,97.0,[[-0.37148973]],[0.01293303]
8986,0.88,98.0,[[-0.37324193]],[0.01246087]
8987,0.88,99.0,[[-0.3748265]],[0.01401571]
8988,0.88,100.0,[[-0.3761626]],[0.01728936]
8989,0.89,0.0,[[-0.27364983]],[0.01576025]
8990,0.89,1.0,[[-0.28865832]],[0.01348061]
8991,0.89,2.0,[[-0.30250996]],[0.01291031]
8992,0.89,3.0,[[-0.31499675]],[0.0137404]
8993,0.89,4.0,[[-0.3260475]],[0.01512647]
8994,0.89,5.0,[[-0.33561915]],[0.01644858]
8995,0.89,6.0,[[-0.34368239]],[0.01740968]
8996,0.89,7.0,[[-0.35024078]],[0.0179062]
8997,0.89,8.0,[[-0.3553505]],[0.01794009]
8998,0.89,9.0,[[-0.35913328]],[0.01757615]
8999,0.89,10.0,[[-0.36177565]],[0.01691845]
9000,0.89,11.0,[[-0.3635058]],[0.01608554]
9001,0.89,12.0,[[-0.36454718]],[0.01517599]
9002,0.89,13.0,[[-0.36507288]],[0.01424682]
9003,0.89,14.0,[[-0.36519334]],[0.01334228]
9004,0.89,15.0,[[-0.36497296]],[0.01256124]
9005,0.89,16.0,[[-0.36444818]],[0.01208816]
9006,0.89,17.0,[[-0.36365466]],[0.0120506]
9007,0.89,18.0,[[-0.36268918]],[0.01222969]
9008,0.89,19.0,[[-0.36167867]],[0.01229355]
9009,0.89,20.0,[[-0.36072449]],[0.01212138]
9010,0.89,21.0,[[-0.35989452]],[0.0118609]
9011,0.89,22.0,[[-0.35922838]],[0.01186165]
9012,0.89,23.0,[[-0.35876788]],[0.01228645]
9013,0.89,24.0,[[-0.35856711]],[0.01292255]
9014,0.89,25.0,[[-0.35866281]],[0.0135164]
9015,0.89,26.0,[[-0.35907124]],[0.01387949]
9016,0.89,27.0,[[-0.35979627]],[0.01389274]
9017,0.89,28.0,[[-0.36084248]],[0.01352068]
9018,0.89,29.0,[[-0.36222968]],[0.01284348]
9019,0.89,30.0,[[-0.36400726]],[0.01209168]
9020,0.89,31.0,[[-0.36626971]],[0.01163776]
9021,0.89,32.0,[[-0.36898669]],[0.01168597]
9022,0.89,33.0,[[-0.37176387]],[0.01195074]
9023,0.89,34.0,[[-0.37430209]],[0.01217737]
9024,0.89,35.0,[[-0.37649272]],[0.01229621]
9025,0.89,36.0,[[-0.37837527]],[0.01241808]
9026,0.89,37.0,[[-0.38005266]],[0.01275863]
9027,0.89,38.0,[[-0.38155862]],[0.01342316]
9028,0.89,39.0,[[-0.38277636]],[0.01426257]
9029,0.89,40.0,[[-0.38354528]],[0.01503867]
9030,0.89,41.0,[[-0.38376089]],[0.01556529]
9031,0.89,42.0,[[-0.38339223]],[0.0157259]
9032,0.89,43.0,[[-0.38246362]],[0.01546927]
9033,0.89,44.0,[[-0.38102913]],[0.01481629]
9034,0.89,45.0,[[-0.37915224]],[0.01387809]
9035,0.89,46.0,[[-0.37689369]],[0.0128803]
9036,0.89,47.0,[[-0.37430845]],[0.01215891]
9037,0.89,48.0,[[-0.37147412]],[0.01196771]
9038,0.89,49.0,[[-0.36854368]],[0.01219389]
9039,0.89,50.0,[[-0.36570192]],[0.01264943]
9040,0.89,51.0,[[-0.36312247]],[0.01330544]
9041,0.89,52.0,[[-0.36094422]],[0.01419086]
9042,0.89,53.0,[[-0.35924479]],[0.01520509]
9043,0.89,54.0,[[-0.35804811]],[0.01612746]
9044,0.89,55.0,[[-0.35735466]],[0.01675719]
9045,0.89,56.0,[[-0.35715888]],[0.01698109]
9046,0.89,57.0,[[-0.35745569]],[0.01678134]
9047,0.89,58.0,[[-0.35824272]],[0.01622859]
9048,0.89,59.0,[[-0.35951442]],[0.01546562]
9049,0.89,60.0,[[-0.36123364]],[0.01465917]
9050,0.89,61.0,[[-0.3632713]],[0.01390716]
9051,0.89,62.0,[[-0.36536988]],[0.01318237]
9052,0.89,63.0,[[-0.36720617]],[0.01241256]
9053,0.89,64.0,[[-0.36849877]],[0.01161455]
9054,0.89,65.0,[[-0.3690865]],[0.01096132]
9055,0.89,66.0,[[-0.36898126]],[0.01072146]
9056,0.89,67.0,[[-0.36827038]],[0.01091471]
9057,0.89,68.0,[[-0.36713156]],[0.01138824]
9058,0.89,69.0,[[-0.36581959]],[0.01200557]
9059,0.89,70.0,[[-0.36451001]],[0.01255573]
9060,0.89,71.0,[[-0.3633134]],[0.01284969]
9061,0.89,72.0,[[-0.3623296]],[0.01284044]
9062,0.89,73.0,[[-0.36165539]],[0.01264449]
9063,0.89,74.0,[[-0.36134832]],[0.01248762]
9064,0.89,75.0,[[-0.36136745]],[0.01260095]
9065,0.89,76.0,[[-0.36158338]],[0.01307315]
9066,0.89,77.0,[[-0.36183739]],[0.01368988]
9067,0.89,78.0,[[-0.36199427]],[0.01414098]
9068,0.89,79.0,[[-0.36196306]],[0.01424719]
9069,0.89,80.0,[[-0.36170076]],[0.0140131]
9070,0.89,81.0,[[-0.36121834]],[0.01364799]
9071,0.89,82.0,[[-0.36058561]],[0.01356837]
9072,0.89,83.0,[[-0.35990547]],[0.01420529]
9073,0.89,84.0,[[-0.35923813]],[0.01555018]
9074,0.89,85.0,[[-0.35861968]],[0.01724981]
9075,0.89,86.0,[[-0.35810797]],[0.01897145]
9076,0.89,87.0,[[-0.35777615]],[0.02049162]
9077,0.89,88.0,[[-0.35769618]],[0.02167434]
9078,0.89,89.0,[[-0.35792485]],[0.02243933]
9079,0.89,90.0,[[-0.35849459]],[0.0227397]
9080,0.89,91.0,[[-0.35940924]],[0.02254898]
9081,0.89,92.0,[[-0.36064429]],[0.02185528]
9082,0.89,93.0,[[-0.36215019]],[0.02066222]
9083,0.89,94.0,[[-0.36385788]],[0.01900018]
9084,0.89,95.0,[[-0.36568604]],[0.01695833]
9085,0.89,96.0,[[-0.36755059]],[0.01476189]
9086,0.89,97.0,[[-0.36937643]],[0.01293426]
9087,0.89,98.0,[[-0.37110921]],[0.01244875]
9088,0.89,99.0,[[-0.37269501]],[0.01408145]
9089,0.89,100.0,[[-0.37404859]],[0.01744616]
9090,0.9,0.0,[[-0.27507854]],[0.01561763]
9091,0.9,1.0,[[-0.28982198]],[0.0132501]
9092,0.9,2.0,[[-0.30337695]],[0.01269461]
9093,0.9,3.0,[[-0.31554471]],[0.01364099]
9094,0.9,4.0,[[-0.3262823]],[0.01516284]
9095,0.9,5.0,[[-0.33556503]],[0.01661083]
9096,0.9,6.0,[[-0.34337887]],[0.01768382]
9097,0.9,7.0,[[-0.34974]],[0.01827812]
9098,0.9,8.0,[[-0.35471283]],[0.01839392]
9099,0.9,9.0,[[-0.35842084]],[0.01809094]
9100,0.9,10.0,[[-0.36104418]],[0.01746397]
9101,0.9,11.0,[[-0.36279741]],[0.01661933]
9102,0.9,12.0,[[-0.36388887]],[0.01564706]
9103,0.9,13.0,[[-0.36448189]],[0.0146075]
9104,0.9,14.0,[[-0.36468268]],[0.01356006]
9105,0.9,15.0,[[-0.3645521]],[0.01262562]
9106,0.9,16.0,[[-0.36411995]],[0.0120224]
9107,0.9,17.0,[[-0.363409]],[0.01192949]
9108,0.9,18.0,[[-0.36251475]],[0.0121081]
9109,0.9,19.0,[[-0.36156619]],[0.01218764]
9110,0.9,20.0,[[-0.36066392]],[0.0120369]
9111,0.9,21.0,[[-0.35987564]],[0.01180873]
9112,0.9,22.0,[[-0.35923979]],[0.01187859]
9113,0.9,23.0,[[-0.35879905]],[0.01240556]
9114,0.9,24.0,[[-0.35861261]],[0.01312366]
9115,0.9,25.0,[[-0.35872071]],[0.01375867]
9116,0.9,26.0,[[-0.35914381]],[0.01412074]
9117,0.9,27.0,[[-0.35989054]],[0.01410007]
9118,0.9,28.0,[[-0.36096934]],[0.01367306]
9119,0.9,29.0,[[-0.36240152]],[0.01292945]
9120,0.9,30.0,[[-0.3642339]],[0.01210729]
9121,0.9,31.0,[[-0.36654708]],[0.01158384]
9122,0.9,32.0,[[-0.36928171]],[0.01157213]
9123,0.9,33.0,[[-0.37204804]],[0.01183234]
9124,0.9,34.0,[[-0.37454142]],[0.01212152]
9125,0.9,35.0,[[-0.37665987]],[0.01235946]
9126,0.9,36.0,[[-0.37845211]],[0.01262683]
9127,0.9,37.0,[[-0.38002053]],[0.01308908]
9128,0.9,38.0,[[-0.38140051]],[0.01381312]
9129,0.9,39.0,[[-0.38249826]],[0.01465949]
9130,0.9,40.0,[[-0.38317311]],[0.01540933]
9131,0.9,41.0,[[-0.38332592]],[0.01588614]
9132,0.9,42.0,[[-0.38292175]],[0.01597951]
9133,0.9,43.0,[[-0.38197745]],[0.01564375]
9134,0.9,44.0,[[-0.38053982]],[0.01490527]
9135,0.9,45.0,[[-0.37866686]],[0.01388298]
9136,0.9,46.0,[[-0.37641548]],[0.01281885]
9137,0.9,47.0,[[-0.3738363]],[0.01208723]
9138,0.9,48.0,[[-0.3709997]],[0.01199072]
9139,0.9,49.0,[[-0.3680635]],[0.0123735]
9140,0.9,50.0,[[-0.36521462]],[0.01299489]
9141,0.9,51.0,[[-0.36262399]],[0.01378367]
9142,0.9,52.0,[[-0.36042707]],[0.01473662]
9143,0.9,53.0,[[-0.35870356]],[0.01576044]
9144,0.9,54.0,[[-0.35748348]],[0.01666765]
9145,0.9,55.0,[[-0.35677228]],[0.01728162]
9146,0.9,56.0,[[-0.35656769]],[0.0174992]
9147,0.9,57.0,[[-0.35686674]],[0.01730339]
9148,0.9,58.0,[[-0.35766701]],[0.01675809]
9149,0.9,59.0,[[-0.35895878]],[0.01599034]
9150,0.9,60.0,[[-0.36069666]],[0.01514454]
9151,0.9,61.0,[[-0.36274891]],[0.01430617]
9152,0.9,62.0,[[-0.36487098]],[0.01346113]
9153,0.9,63.0,[[-0.36675673]],[0.01256321]
9154,0.9,64.0,[[-0.36812818]],[0.01165219]
9155,0.9,65.0,[[-0.36880822]],[0.01092377]
9156,0.9,66.0,[[-0.36877852]],[0.01066813]
9157,0.9,67.0,[[-0.36809772]],[0.01090545]
9158,0.9,68.0,[[-0.36692571]],[0.01145223]
9159,0.9,69.0,[[-0.36551627]],[0.01213991]
9160,0.9,70.0,[[-0.36406712]],[0.01275862]
9161,0.9,71.0,[[-0.36271064]],[0.01313142]
9162,0.9,72.0,[[-0.36155679]],[0.01321248]
9163,0.9,73.0,[[-0.3607027]],[0.01310557]
9164,0.9,74.0,[[-0.36020231]],[0.0130157]
9165,0.9,75.0,[[-0.36002128]],[0.01315604]
9166,0.9,76.0,[[-0.36004404]],[0.01360572]
9167,0.9,77.0,[[-0.36012385]],[0.01418318]
9168,0.9,78.0,[[-0.36013189]],[0.01461134]
9169,0.9,79.0,[[-0.35998079]],[0.01472266]
9170,0.9,80.0,[[-0.35963078]],[0.01452397]
9171,0.9,81.0,[[-0.35909481]],[0.0142189]
9172,0.9,82.0,[[-0.35843943]],[0.01419684]
9173,0.9,83.0,[[-0.3577569]],[0.01483862]
9174,0.9,84.0,[[-0.35710546]],[0.01614512]
9175,0.9,85.0,[[-0.3565208]],[0.01780213]
9176,0.9,86.0,[[-0.35605391]],[0.01949039]
9177,0.9,87.0,[[-0.35576943]],[0.02098608]
9178,0.9,88.0,[[-0.35573165]],[0.0221489]
9179,0.9,89.0,[[-0.3559916]],[0.02289395]
9180,0.9,90.0,[[-0.35657819]],[0.02317052]
9181,0.9,91.0,[[-0.35749405]],[0.02294936]
9182,0.9,92.0,[[-0.35871533]],[0.02221683]
9183,0.9,93.0,[[-0.36019471]],[0.02097607]
9184,0.9,94.0,[[-0.36186665]],[0.01925849]
9185,0.9,95.0,[[-0.36365448]],[0.01715626]
9186,0.9,96.0,[[-0.36547959]],[0.0149007]
9187,0.9,97.0,[[-0.36727264]],[0.01302836]
9188,0.9,98.0,[[-0.36898535]],[0.01254354]
9189,0.9,99.0,[[-0.37056953]],[0.01424343]
9190,0.9,100.0,[[-0.37193658]],[0.01767831]
9191,0.91,0.0,[[-0.2764717]],[0.01558088]
9192,0.91,1.0,[[-0.29095607]],[0.01314007]
9193,0.91,2.0,[[-0.30422648]],[0.0125951]
9194,0.91,3.0,[[-0.31609299]],[0.01363748]
9195,0.91,4.0,[[-0.32653813]],[0.01527176]
9196,0.91,5.0,[[-0.33555255]],[0.01682708]
9197,0.91,6.0,[[-0.34313592]],[0.01799846]
9198,0.91,7.0,[[-0.34931582]],[0.01868095]
9199,0.91,8.0,[[-0.35416381]],[0.01887199]
9200,0.91,9.0,[[-0.35780442]],[0.01862586]
9201,0.91,10.0,[[-0.36041145]],[0.01802856]
9202,0.91,11.0,[[-0.362187]],[0.01717579]
9203,0.91,12.0,[[-0.36332582]],[0.01615063]
9204,0.91,13.0,[[-0.36398207]],[0.0150162]
9205,0.91,14.0,[[-0.36425761]],[0.01384439]
9206,0.91,15.0,[[-0.36421016]],[0.0127741]
9207,0.91,16.0,[[-0.36386473]],[0.01204982]
9208,0.91,17.0,[[-0.36323297]],[0.01189969]
9209,0.91,18.0,[[-0.36240953]],[0.01207041]
9210,0.91,19.0,[[-0.36152406]],[0.01216251]
9211,0.91,20.0,[[-0.3606759]],[0.01203675]
9212,0.91,21.0,[[-0.35993258]],[0.01184734]
9213,0.91,22.0,[[-0.35933233]],[0.01198152]
9214,0.91,23.0,[[-0.3589189]],[0.01259032]
9215,0.91,24.0,[[-0.35875544]],[0.01336996]
9216,0.91,25.0,[[-0.35888542]],[0.01403326]
9217,0.91,26.0,[[-0.35933346]],[0.01439009]
9218,0.91,27.0,[[-0.36011281]],[0.01433809]
9219,0.91,28.0,[[-0.36123582]],[0.0138632]
9220,0.91,29.0,[[-0.36272541]],[0.01306264]
9221,0.91,30.0,[[-0.36462532]],[0.0121784]
9222,0.91,31.0,[[-0.36699529]],[0.01158225]
9223,0.91,32.0,[[-0.3697421]],[0.01149339]
9224,0.91,33.0,[[-0.37248718]],[0.01173404]
9225,0.91,34.0,[[-0.37492423]],[0.01208166]
9226,0.91,35.0,[[-0.37695955]],[0.01244099]
9227,0.91,36.0,[[-0.37865174]],[0.01285499]
9228,0.91,37.0,[[-0.38010339]],[0.01343763]
9229,0.91,38.0,[[-0.3813525]],[0.01422143]
9230,0.91,39.0,[[-0.3823248]],[0.01507524]
9231,0.91,40.0,[[-0.3828982]],[0.0158]
9232,0.91,41.0,[[-0.38297987]],[0.01623066]
9233,0.91,42.0,[[-0.38253219]],[0.01626355]
9234,0.91,43.0,[[-0.38156544]],[0.01585856]
9235,0.91,44.0,[[-0.38011956]],[0.01504781]
9236,0.91,45.0,[[-0.37824708]],[0.01395811]
9237,0.91,46.0,[[-0.37600119]],[0.01284608]
9238,0.91,47.0,[[-0.37342911]],[0.01211631]
9239,0.91,48.0,[[-0.37059406]],[0.0121155]
9240,0.91,49.0,[[-0.36765805]],[0.01264349]
9241,0.91,50.0,[[-0.36480819]],[0.01341467]
9242,0.91,51.0,[[-0.3622123]],[0.01432085]
9243,0.91,52.0,[[-0.36000299]],[0.01533258]
9244,0.91,53.0,[[-0.35826182]],[0.01636285]
9245,0.91,54.0,[[-0.35702441]],[0.01725256]
9246,0.91,55.0,[[-0.3563012]],[0.01784776]
9247,0.91,56.0,[[-0.35609325]],[0.01805545]
9248,0.91,57.0,[[-0.3563994]],[0.01785935]
9249,0.91,58.0,[[-0.35721671]],[0.01731619]
9250,0.91,59.0,[[-0.35853109]],[0.01653761]
9251,0.91,60.0,[[-0.36029018]],[0.01564797]
9252,0.91,61.0,[[-0.36236095]],[0.01472214]
9253,0.91,62.0,[[-0.36451057]],[0.01375707]
9254,0.91,63.0,[[-0.3664484]],[0.01272999]
9255,0.91,64.0,[[-0.3679006]],[0.01170402]
9256,0.91,65.0,[[-0.36867499]],[0.0108993]
9257,0.91,66.0,[[-0.36871446]],[0.0106202]
