,theta1,theta2,gp_mean,gp_sd
8322,0.8200000000000001,40.0,[[-0.38912172]],[0.0129634]
8323,0.8200000000000001,41.0,[[-0.38945755]],[0.01380313]
8324,0.8200000000000001,42.0,[[-0.38907178]],[0.01448411]
8325,0.8200000000000001,43.0,[[-0.38806011]],[0.01487526]
8326,0.8200000000000001,44.0,[[-0.38652976]],[0.01493737]
8327,0.8200000000000001,45.0,[[-0.38457853]],[0.01471116]
8328,0.8200000000000001,46.0,[[-0.38229177]],[0.01428846]
8329,0.8200000000000001,47.0,[[-0.37975167]],[0.01376853]
8330,0.8200000000000001,48.0,[[-0.37705488]],[0.01321084]
8331,0.8200000000000001,49.0,[[-0.37432596]],[0.01263623]
8332,0.8200000000000001,50.0,[[-0.37171514]],[0.0121123]
8333,0.8200000000000001,51.0,[[-0.36938757]],[0.01185682]
8334,0.8200000000000001,52.0,[[-0.36750586]],[0.01218831]
8335,0.8200000000000001,53.0,[[-0.36613079]],[0.01298985]
8336,0.8200000000000001,54.0,[[-0.36525129]],[0.0138375]
8337,0.8200000000000001,55.0,[[-0.36485219]],[0.0144224]
8338,0.8200000000000001,56.0,[[-0.36491391]],[0.01458444]
8339,0.8200000000000001,57.0,[[-0.365413]],[0.01428814]
8340,0.8200000000000001,58.0,[[-0.36632712]],[0.01361252]
8341,0.8200000000000001,59.0,[[-0.36764593]],[0.01276015]
8342,0.8200000000000001,60.0,[[-0.36938727]],[0.01205305]
8343,0.8200000000000001,61.0,[[-0.37151254]],[0.01175278]
8344,0.8200000000000001,62.0,[[-0.37359758]],[0.01167917]
8345,0.8200000000000001,63.0,[[-0.37516128]],[0.01158136]
8346,0.8200000000000001,64.0,[[-0.37593056]],[0.01140465]
8347,0.8200000000000001,65.0,[[-0.3758618]],[0.01122534]
8348,0.8200000000000001,66.0,[[-0.37509374]],[0.01111542]
8349,0.8200000000000001,67.0,[[-0.37388819]],[0.0110938]
8350,0.8200000000000001,68.0,[[-0.37261218]],[0.01122424]
8351,0.8200000000000001,69.0,[[-0.37161242]],[0.01154948]
8352,0.8200000000000001,70.0,[[-0.3709487]],[0.0118075]
8353,0.8200000000000001,71.0,[[-0.37062904]],[0.01175738]
8354,0.8200000000000001,72.0,[[-0.37067945]],[0.01136608]
8355,0.8200000000000001,73.0,[[-0.37113794]],[0.01084453]
8356,0.8200000000000001,74.0,[[-0.37206948]],[0.01059835]
8357,0.8200000000000001,75.0,[[-0.37333587]],[0.01084051]
8358,0.8200000000000001,76.0,[[-0.37469447]],[0.01148046]
8359,0.8200000000000001,77.0,[[-0.3759828]],[0.0122039]
8360,0.8200000000000001,78.0,[[-0.37706569]],[0.01267933]
8361,0.8200000000000001,79.0,[[-0.37782593]],[0.01274455]
8362,0.8200000000000001,80.0,[[-0.37817372]],[0.01243187]
8363,0.8200000000000001,81.0,[[-0.3780701]],[0.01197351]
8364,0.8200000000000001,82.0,[[-0.37755344]],[0.01179071]
8365,0.8200000000000001,83.0,[[-0.3767308]],[0.01230061]
8366,0.8200000000000001,84.0,[[-0.37570605]],[0.01349351]
8367,0.8200000000000001,85.0,[[-0.3745849]],[0.01502362]
8368,0.8200000000000001,86.0,[[-0.3735035]],[0.01657104]
8369,0.8200000000000001,87.0,[[-0.37260969]],[0.01793531]
8370,0.8200000000000001,88.0,[[-0.37203734]],[0.01900755]
8371,0.8200000000000001,89.0,[[-0.37188634]],[0.01973209]
8372,0.8200000000000001,90.0,[[-0.37221126]],[0.02008176]
8373,0.8200000000000001,91.0,[[-0.3730197]],[0.02004581]
8374,0.8200000000000001,92.0,[[-0.37427766]],[0.01962508]
8375,0.8200000000000001,93.0,[[-0.37591755]],[0.01883116]
8376,0.8200000000000001,94.0,[[-0.37784535]],[0.01769359]
8377,0.8200000000000001,95.0,[[-0.37994621]],[0.01628681]
8378,0.8200000000000001,96.0,[[-0.38209055]],[0.01479225]
8379,0.8200000000000001,97.0,[[-0.38414464]],[0.01359418]
8380,0.8200000000000001,98.0,[[-0.38598639]],[0.01330826]
8381,0.8200000000000001,99.0,[[-0.38752041]],[0.01448889]
8382,0.8200000000000001,100.0,[[-0.38868703]],[0.01718023]
8383,0.8300000000000001,0.0,[[-0.26464605]],[0.01767753]
8384,0.8300000000000001,1.0,[[-0.28144236]],[0.01587428]
8385,0.8300000000000001,2.0,[[-0.29734757]],[0.01515439]
8386,0.8300000000000001,3.0,[[-0.31208532]],[0.01524724]
8387,0.8300000000000001,4.0,[[-0.3254217]],[0.01570337]
8388,0.8300000000000001,5.0,[[-0.33715798]],[0.01613105]
8389,0.8300000000000001,6.0,[[-0.34713231]],[0.01629646]
8390,0.8300000000000001,7.0,[[-0.35523921]],[0.01610905]
8391,0.8300000000000001,8.0,[[-0.36145659]],[0.01558345]
8392,0.8300000000000001,9.0,[[-0.36587099]],[0.0148138]
8393,0.8300000000000001,10.0,[[-0.3686955]],[0.01396476]
8394,0.8300000000000001,11.0,[[-0.37026222]],[0.01325697]
8395,0.8300000000000001,12.0,[[-0.37093427]],[0.01287115]
8396,0.8300000000000001,13.0,[[-0.370956]],[0.01279316]
8397,0.8300000000000001,14.0,[[-0.37045683]],[0.01287761]
8398,0.8300000000000001,15.0,[[-0.36954424]],[0.01303007]
8399,0.8300000000000001,16.0,[[-0.36833159]],[0.01323754]
8400,0.8300000000000001,17.0,[[-0.36693884]],[0.01348061]
8401,0.8300000000000001,18.0,[[-0.36549163]],[0.01366475]
8402,0.8300000000000001,19.0,[[-0.36410893]],[0.01366522]
8403,0.8300000000000001,20.0,[[-0.36288585]],[0.01342474]
8404,0.8300000000000001,21.0,[[-0.36188768]],[0.01300598]
8405,0.8300000000000001,22.0,[[-0.36115672]],[0.0125669]
8406,0.8300000000000001,23.0,[[-0.36072455]],[0.012273]
8407,0.8300000000000001,24.0,[[-0.36061675]],[0.01223019]
8408,0.8300000000000001,25.0,[[-0.36084476]],[0.01245897]
8409,0.8300000000000001,26.0,[[-0.36139552]],[0.01284538]
8410,0.8300000000000001,27.0,[[-0.36223879]],[0.01318111]
8411,0.8300000000000001,28.0,[[-0.36335364]],[0.01331307]
8412,0.8300000000000001,29.0,[[-0.36475139]],[0.01323141]
8413,0.8300000000000001,30.0,[[-0.36648353]],[0.0130682]
8414,0.8300000000000001,31.0,[[-0.36861036]],[0.01300808]
8415,0.8300000000000001,32.0,[[-0.37109056]],[0.01309095]
8416,0.8300000000000001,33.0,[[-0.3737305]],[0.01313858]
8417,0.8300000000000001,34.0,[[-0.37632158]],[0.01295475]
8418,0.8300000000000001,35.0,[[-0.37874662]],[0.01248936]
8419,0.8300000000000001,36.0,[[-0.38099474]],[0.01189603]
8420,0.8300000000000001,37.0,[[-0.383142]],[0.01153941]
8421,0.8300000000000001,38.0,[[-0.38520913]],[0.01174677]
8422,0.8300000000000001,39.0,[[-0.38691501]],[0.01238156]
8423,0.8300000000000001,40.0,[[-0.38800162]],[0.01320751]
8424,0.8300000000000001,41.0,[[-0.38835836]],[0.0140156]
8425,0.8300000000000001,42.0,[[-0.38800378]],[0.0146279]
8426,0.8300000000000001,43.0,[[-0.38702219]],[0.01493137]
8427,0.8300000000000001,44.0,[[-0.38551403]],[0.01489779]
8428,0.8300000000000001,45.0,[[-0.38357339]],[0.01457847]
8429,0.8300000000000001,46.0,[[-0.38128324]],[0.01408144]
8430,0.8300000000000001,47.0,[[-0.37872397]],[0.01352633]
8431,0.8300000000000001,48.0,[[-0.3759924]],[0.01298351]
8432,0.8300000000000001,49.0,[[-0.37321676]],[0.01246419]
8433,0.8300000000000001,50.0,[[-0.37055232]],[0.01201642]
8434,0.8300000000000001,51.0,[[-0.36816804]],[0.01184182]
8435,0.8300000000000001,52.0,[[-0.36622897]],[0.01224818]
8436,0.8300000000000001,53.0,[[-0.36479621]],[0.0131085]
8437,0.8300000000000001,54.0,[[-0.36385816]],[0.01399733]
8438,0.8300000000000001,55.0,[[-0.36339937]],[0.01460985]
8439,0.8300000000000001,56.0,[[-0.36340094]],[0.01479039]
8440,0.8300000000000001,57.0,[[-0.36384175]],[0.01450787]
8441,0.8300000000000001,58.0,[[-0.36470379]],[0.01384521]
8442,0.8300000000000001,59.0,[[-0.36598256]],[0.01300622]
8443,0.8300000000000001,60.0,[[-0.36769636]],[0.01230269]
8444,0.8300000000000001,61.0,[[-0.36978609]],[0.01196688]
8445,0.8300000000000001,62.0,[[-0.37186226]],[0.01184302]
8446,0.8300000000000001,63.0,[[-0.37346458]],[0.01169256]
8447,0.8300000000000001,64.0,[[-0.37431435]],[0.01145748]
8448,0.8300000000000001,65.0,[[-0.37434954]],[0.01121987]
8449,0.8300000000000001,66.0,[[-0.3736881]],[0.01107162]
8450,0.8300000000000001,67.0,[[-0.37256884]],[0.01103897]
8451,0.8300000000000001,68.0,[[-0.37134002]],[0.011178]
8452,0.8300000000000001,69.0,[[-0.37035156]],[0.0115355]
8453,0.8300000000000001,70.0,[[-0.36964706]],[0.01182901]
8454,0.8300000000000001,71.0,[[-0.36923753]],[0.01181195]
8455,0.8300000000000001,72.0,[[-0.36915865]],[0.01144743]
8456,0.8300000000000001,73.0,[[-0.36946515]],[0.0109371]
8457,0.8300000000000001,74.0,[[-0.3702392]],[0.01067035]
8458,0.8300000000000001,75.0,[[-0.3713613]],[0.01087288]
8459,0.8300000000000001,76.0,[[-0.37259289]],[0.01150211]
8460,0.8300000000000001,77.0,[[-0.37376033]],[0.01223913]
8461,0.8300000000000001,78.0,[[-0.37472551]],[0.01273363]
8462,0.8300000000000001,79.0,[[-0.37537716]],[0.01281293]
8463,0.8300000000000001,80.0,[[-0.37563591]],[0.01250064]
8464,0.8300000000000001,81.0,[[-0.37547453]],[0.0120242]
8465,0.8300000000000001,82.0,[[-0.37494234]],[0.01181961]
8466,0.8300000000000001,83.0,[[-0.3741561]],[0.01235206]
8467,0.8300000000000001,84.0,[[-0.37320862]],[0.01360587]
8468,0.8300000000000001,85.0,[[-0.37218698]],[0.01520362]
8469,0.8300000000000001,86.0,[[-0.37121324]],[0.01681423]
8470,0.8300000000000001,87.0,[[-0.37042319]],[0.0182322]
8471,0.8300000000000001,88.0,[[-0.36994114]],[0.01934486]
8472,0.8300000000000001,89.0,[[-0.36986068]],[0.02009368]
8473,0.8300000000000001,90.0,[[-0.37023371]],[0.02044954]
8474,0.8300000000000001,91.0,[[-0.3710681]],[0.02040022]
8475,0.8300000000000001,92.0,[[-0.37233188]],[0.01994506]
8476,0.8300000000000001,93.0,[[-0.37396026]],[0.01909475]
8477,0.8300000000000001,94.0,[[-0.37586258]],[0.01787974]
8478,0.8300000000000001,95.0,[[-0.37792852]],[0.01637865]
8479,0.8300000000000001,96.0,[[-0.38003548]],[0.01478255]
8480,0.8300000000000001,97.0,[[-0.38205979]],[0.0134973]
8481,0.8300000000000001,98.0,[[-0.38389033]],[0.01317699]
8482,0.8300000000000001,99.0,[[-0.38543751]],[0.01439593]
8483,0.8300000000000001,100.0,[[-0.38663868]],[0.01716219]
8484,0.84,0.0,[[-0.26616871]],[0.01732258]
8485,0.84,1.0,[[-0.2826404]],[0.01546097]
8486,0.84,2.0,[[-0.29816962]],[0.01477013]
8487,0.84,3.0,[[-0.31249271]],[0.01497217]
8488,0.84,4.0,[[-0.32540135]],[0.01557308]
8489,0.84,5.0,[[-0.33672599]],[0.01614708]
8490,0.84,6.0,[[-0.34633148]],[0.01644625]
8491,0.84,7.0,[[-0.35413468]],[0.01637472]
8492,0.84,8.0,[[-0.36013023]],[0.0159431]
8493,0.84,9.0,[[-0.36441421]],[0.01523999]
8494,0.84,10.0,[[-0.36719836]],[0.01442042]
8495,0.84,11.0,[[-0.36879587]],[0.0136864]
8496,0.84,12.0,[[-0.36953876]],[0.01320182]
8497,0.84,13.0,[[-0.36965824]],[0.01297396]
8498,0.84,14.0,[[-0.36928177]],[0.0129011]
8499,0.84,15.0,[[-0.36850552]],[0.01292046]
8500,0.84,16.0,[[-0.36742578]],[0.01303909]
8501,0.84,17.0,[[-0.36614752]],[0.0132429]
8502,0.84,18.0,[[-0.36478948]],[0.01341986]
8503,0.84,19.0,[[-0.36347055]],[0.01342217]
8504,0.84,20.0,[[-0.36228768]],[0.01318648]
8505,0.84,21.0,[[-0.3613076]],[0.01279136]
8506,0.84,22.0,[[-0.36057368]],[0.01242083]
8507,0.84,23.0,[[-0.36012003]],[0.01224155]
8508,0.84,24.0,[[-0.35997636]],[0.0123156]
8509,0.84,25.0,[[-0.36015831]],[0.01260633]
8510,0.84,26.0,[[-0.36065833]],[0.01297863]
8511,0.84,27.0,[[-0.36145325]],[0.01324419]
8512,0.84,28.0,[[-0.36252741]],[0.01327498]
8513,0.84,29.0,[[-0.36389508]],[0.01307956]
8514,0.84,30.0,[[-0.36561205]],[0.01281283]
8515,0.84,31.0,[[-0.36775141]],[0.01269695]
8516,0.84,32.0,[[-0.37027285]],[0.01279058]
8517,0.84,33.0,[[-0.37295081]],[0.01288709]
8518,0.84,34.0,[[-0.37555326]],[0.01276702]
8519,0.84,35.0,[[-0.37795801]],[0.01237514]
8520,0.84,36.0,[[-0.38015941]],[0.01186746]
8521,0.84,37.0,[[-0.38224483]],[0.01160999]
8522,0.84,38.0,[[-0.38425503]],[0.01192166]
8523,0.84,39.0,[[-0.38591784]],[0.01262704]
8524,0.84,40.0,[[-0.38698729]],[0.01346829]
8525,0.84,41.0,[[-0.38735214]],[0.01423888]
8526,0.84,42.0,[[-0.38701982]],[0.01477825]
8527,0.84,43.0,[[-0.38606335]],[0.01498914]
8528,0.84,44.0,[[-0.38457586]],[0.01485397]
8529,0.84,45.0,[[-0.38264714]],[0.01443511]
8530,0.84,46.0,[[-0.38035714]],[0.01385874]
8531,0.84,47.0,[[-0.3777836]],[0.01326968]
8532,0.84,48.0,[[-0.37502275]],[0.01275377]
8533,0.84,49.0,[[-0.37220653]],[0.0123117]
8534,0.84,50.0,[[-0.36949557]],[0.0119681]
8535,0.84,51.0,[[-0.36706241]],[0.01190268]
8536,0.84,52.0,[[-0.36506983]],[0.01238725]
8537,0.84,53.0,[[-0.36358138]],[0.01329312]
8538,0.84,54.0,[[-0.36258824]],[0.01421114]
8539,0.84,55.0,[[-0.36207527]],[0.01484386]
8540,0.84,56.0,[[-0.36202473]],[0.0150406]
8541,0.84,57.0,[[-0.36241816]],[0.01477404]
8542,0.84,58.0,[[-0.36324181]],[0.01412951]
8543,0.84,59.0,[[-0.36449557]],[0.01330842]
8544,0.84,60.0,[[-0.3661926]],[0.01260441]
8545,0.84,61.0,[[-0.368254]],[0.01221977]
8546,0.84,62.0,[[-0.37032172]],[0.01202502]
8547,0.84,63.0,[[-0.37196001]],[0.01180295]
8548,0.84,64.0,[[-0.3728858]],[0.01149697]
8549,0.84,65.0,[[-0.37301973]],[0.01119805]
8550,0.84,66.0,[[-0.37246077]],[0.01102077]
8551,0.84,67.0,[[-0.37142479]],[0.01099585]
8552,0.84,68.0,[[-0.37023805]],[0.01116251]
8553,0.84,69.0,[[-0.36923769]],[0.01155152]
8554,0.84,70.0,[[-0.36847237]],[0.01187998]
8555,0.84,71.0,[[-0.36795948]],[0.01190015]
8556,0.84,72.0,[[-0.36774516]],[0.01157158]
8557,0.84,73.0,[[-0.36789936]],[0.01108489]
8558,0.84,74.0,[[-0.36850723]],[0.01080267]
8559,0.84,75.0,[[-0.36946767]],[0.01096278]
8560,0.84,76.0,[[-0.37055784]],[0.01157738]
8561,0.84,77.0,[[-0.37159485]],[0.01231999]
8562,0.84,78.0,[[-0.37243757]],[0.01282596]
8563,0.84,79.0,[[-0.37297956]],[0.01291488]
8564,0.84,80.0,[[-0.37315037]],[0.01260321]
8565,0.84,81.0,[[-0.3729326]],[0.01211399]
8566,0.84,82.0,[[-0.37238378]],[0.01189328]
8567,0.84,83.0,[[-0.37162988]],[0.01245118]
8568,0.84,84.0,[[-0.37075254]],[0.01376083]
8569,0.84,85.0,[[-0.36982219]],[0.01541694]
8570,0.84,86.0,[[-0.36894812]],[0.01708112]
8571,0.84,87.0,[[-0.36825463]],[0.01854417]
8572,0.84,88.0,[[-0.36785672]],[0.01969013]
8573,0.84,89.0,[[-0.36784176]],[0.02045763]
8574,0.84,90.0,[[-0.36825873]],[0.02081538]
8575,0.84,91.0,[[-0.36911544]],[0.02074937]
8576,0.84,92.0,[[-0.37038168]],[0.02025732]
8577,0.84,93.0,[[-0.37199541]],[0.01934881]
8578,0.84,94.0,[[-0.37386947]],[0.01805473]
8579,0.84,95.0,[[-0.37589829]],[0.01645677]
8580,0.84,96.0,[[-0.37796626]],[0.01475433]
8581,0.84,97.0,[[-0.37995937]],[0.01337575]
8582,0.84,98.0,[[-0.38177712]],[0.01302088]
8583,0.84,99.0,[[-0.38333558]],[0.01428926]
8584,0.84,100.0,[[-0.38456906]],[0.01714403]
8585,0.85,0.0,[[-0.26769032]],[0.01696135]
8586,0.85,1.0,[[-0.28384847]],[0.01503145]
8587,0.85,2.0,[[-0.29901543]],[0.01436881]
8588,0.85,3.0,[[-0.31293973]],[0.01468808]
8589,0.85,4.0,[[-0.32543913]],[0.01544215]
8590,0.85,5.0,[[-0.33637236]],[0.01616776]
8591,0.85,6.0,[[-0.34562931]],[0.01660351]
8592,0.85,7.0,[[-0.35314755]],[0.01664961]
8593,0.85,8.0,[[-0.35893701]],[0.01631373]
8594,0.85,9.0,[[-0.36310172]],[0.01567949]
8595,0.85,10.0,[[-0.3658503]],[0.01489171]
8596,0.85,11.0,[[-0.36747709]],[0.01413358]
8597,0.85,12.0,[[-0.3682868]],[0.01355316]
8598,0.85,13.0,[[-0.36849783]],[0.0131745]
8599,0.85,14.0,[[-0.36823514]],[0.01293556]
8600,0.85,15.0,[[-0.36758581]],[0.01280814]
8601,0.85,16.0,[[-0.36663082]],[0.01282641]
8602,0.85,17.0,[[-0.36546068]],[0.01298769]
8603,0.85,18.0,[[-0.36418787]],[0.01316056]
8604,0.85,19.0,[[-0.36293172]],[0.01316897]
8605,0.85,20.0,[[-0.36179077]],[0.01294095]
8606,0.85,21.0,[[-0.36083268]],[0.01257132]
8607,0.85,22.0,[[-0.36010118]],[0.0122733]
8608,0.85,23.0,[[-0.35963255]],[0.01221399]
8609,0.85,24.0,[[-0.35946083]],[0.01240729]
8610,0.85,25.0,[[-0.35960595]],[0.01276245]
8611,0.85,26.0,[[-0.36006562]],[0.01312637]
8612,0.85,27.0,[[-0.36082293]],[0.01332802]
8613,0.85,28.0,[[-0.36186687]],[0.01326238]
8614,0.85,29.0,[[-0.36321357]],[0.01295537]
8615,0.85,30.0,[[-0.36492105]],[0.01258281]
8616,0.85,31.0,[[-0.36707521]],[0.01240634]
8617,0.85,32.0,[[-0.36963934]],[0.01250899]
8618,0.85,33.0,[[-0.37235192]],[0.0126542]
8619,0.85,34.0,[[-0.37495937]],[0.01260239]
8620,0.85,35.0,[[-0.37733757]],[0.0122954]
8621,0.85,36.0,[[-0.3794884]],[0.01189018]
8622,0.85,37.0,[[-0.38150882]],[0.01174424]
8623,0.85,38.0,[[-0.3834423]],[0.01214339]
8624,0.85,39.0,[[-0.38504447]],[0.01290115]
8625,0.85,40.0,[[-0.38608136]],[0.01374617]
8626,0.85,41.0,[[-0.38644123]],[0.01447396]
8627,0.85,42.0,[[-0.38612151]],[0.01493746]
8628,0.85,43.0,[[-0.38518433]],[0.0150527]
8629,0.85,44.0,[[-0.38371507]],[0.01481194]
8630,0.85,45.0,[[-0.38179876]],[0.0142886]
8631,0.85,46.0,[[-0.37951185]],[0.01362863]
8632,0.85,47.0,[[-0.37692859]],[0.01300721]
8633,0.85,48.0,[[-0.37414375]],[0.01253104]
8634,0.85,49.0,[[-0.37129306]],[0.01218834]
8635,0.85,50.0,[[-0.36854265]],[0.01197501]
8636,0.85,51.0,[[-0.3660678]],[0.01204051]
8637,0.85,52.0,[[-0.36402647]],[0.01260626]
8638,0.85,53.0,[[-0.36248548]],[0.01354626]
8639,0.85,54.0,[[-0.36144129]],[0.01448179]
8640,0.85,55.0,[[-0.36087996]],[0.01512705]
8641,0.85,56.0,[[-0.36078534]],[0.01533692]
8642,0.85,57.0,[[-0.36114184]],[0.01508711]
8643,0.85,58.0,[[-0.36193952]],[0.01446356]
8644,0.85,59.0,[[-0.36318063]],[0.01366141]
8645,0.85,60.0,[[-0.36486952]],[0.01295084]
8646,0.85,61.0,[[-0.36691073]],[0.01250659]
8647,0.85,62.0,[[-0.36897319]],[0.01222446]
8648,0.85,63.0,[[-0.37064664]],[0.01191424]
8649,0.85,64.0,[[-0.37164553]],[0.01152584]
8650,0.85,65.0,[[-0.37187401]],[0.01116227]
8651,0.85,66.0,[[-0.37141389]],[0.01096444]
8652,0.85,67.0,[[-0.37045801]],[0.01096502]
8653,0.85,68.0,[[-0.36930656]],[0.01117638]
8654,0.85,69.0,[[-0.36827289]],[0.01159773]
8655,0.85,70.0,[[-0.36742758]],[0.01196121]
8656,0.85,71.0,[[-0.36679858]],[0.01202318]
8657,0.85,72.0,[[-0.36644274]],[0.01174001]
8658,0.85,73.0,[[-0.36644165]],[0.01128891]
8659,0.85,74.0,[[-0.36687628]],[0.01100142]
8660,0.85,75.0,[[-0.36766192]],[0.0111238]
8661,0.85,76.0,[[-0.36859709]],[0.01171849]
8662,0.85,77.0,[[-0.3694939]],[0.01245614]
8663,0.85,78.0,[[-0.37020907]],[0.01296533]
8664,0.85,79.0,[[-0.37063996]],[0.01306034]
8665,0.85,80.0,[[-0.37072368]],[0.01275204]
8666,0.85,81.0,[[-0.37045101]],[0.01225984]
8667,0.85,82.0,[[-0.36988526]],[0.0120343]
8668,0.85,83.0,[[-0.36915867]],[0.01261775]
8669,0.85,84.0,[[-0.36834283]],[0.01397143]
8670,0.85,85.0,[[-0.36749461]],[0.01567232]
8671,0.85,86.0,[[-0.36671156]],[0.01737796]
8672,0.85,87.0,[[-0.36610691]],[0.01887605]
8673,0.85,88.0,[[-0.36578661]],[0.02004733]
8674,0.85,89.0,[[-0.36583179]],[0.02082743]
8675,0.85,90.0,[[-0.36628837]],[0.02118259]
8676,0.85,91.0,[[-0.36716378]],[0.02109674]
8677,0.85,92.0,[[-0.36842933]],[0.02056582]
8678,0.85,93.0,[[-0.37002567]],[0.01959815]
8679,0.85,94.0,[[-0.37186922]],[0.01822461]
8680,0.85,95.0,[[-0.37385929]],[0.01652905]
8681,0.85,96.0,[[-0.3758871]],[0.01471773]
8682,0.85,97.0,[[-0.37784783]],[0.01324151]
8683,0.85,98.0,[[-0.37965128]],[0.0128527]
8684,0.85,99.0,[[-0.38121914]],[0.01418115]
8685,0.85,100.0,[[-0.38248251]],[0.01713547]
8686,0.86,0.0,[[-0.26920514]],[0.01660729]
8687,0.86,1.0,[[-0.28506065]],[0.01459947]
8688,0.86,2.0,[[-0.29987893]],[0.01396361]
8689,0.86,3.0,[[-0.31342023]],[0.01440701]
8690,0.86,4.0,[[-0.32552897]],[0.01532028]
8691,0.86,5.0,[[-0.33609109]],[0.01620012]
8692,0.86,6.0,[[-0.34501971]],[0.01677305]
8693,0.86,7.0,[[-0.35227142]],[0.01693671]
8694,0.86,8.0,[[-0.35786989]],[0.0166968]
8695,0.86,9.0,[[-0.36192556]],[0.01613216]
8696,0.86,10.0,[[-0.3646426]],[0.01537723]
8697,0.86,11.0,[[-0.3662972]],[0.01459696]
8698,0.86,12.0,[[-0.36716994]],[0.01392486]
8699,0.86,13.0,[[-0.36746697]],[0.01339769]
8700,0.86,14.0,[[-0.36731018]],[0.01298794]
8701,0.86,15.0,[[-0.36677925]],[0.01270287]
8702,0.86,16.0,[[-0.36594154]],[0.01260999]
8703,0.86,17.0,[[-0.3648735]],[0.01272562]
8704,0.86,18.0,[[-0.36368218]],[0.01289739]
8705,0.86,19.0,[[-0.36248795]],[0.01291578]
8706,0.86,20.0,[[-0.36139073]],[0.01269794]
8707,0.86,21.0,[[-0.36045862]],[0.01235471]
8708,0.86,22.0,[[-0.35973506]],[0.01213161]
8709,0.86,23.0,[[-0.35925812]],[0.01219556]
8710,0.86,24.0,[[-0.35906644]],[0.01250808]
8711,0.86,25.0,[[-0.35918433]],[0.01292827]
8712,0.86,26.0,[[-0.35961448]],[0.01328864]
8713,0.86,27.0,[[-0.36034566]],[0.01343335]
8714,0.86,28.0,[[-0.361371]],[0.01327813]
8715,0.86,29.0,[[-0.36270774]],[0.01286476]
8716,0.86,30.0,[[-0.36441371]],[0.01238714]
8717,0.86,31.0,[[-0.36658573]],[0.01214532]
8718,0.86,32.0,[[-0.36919336]],[0.01225257]
8719,0.86,33.0,[[-0.3719354]],[0.01244286]
8720,0.86,34.0,[[-0.37454025]],[0.01246192]
8721,0.86,35.0,[[-0.37688488]],[0.0122502]
8722,0.86,36.0,[[-0.37898032]],[0.01196252]
8723,0.86,37.0,[[-0.38092907]],[0.01193545]
8724,0.86,38.0,[[-0.38277061]],[0.01240971]
8725,0.86,39.0,[[-0.38429567]],[0.01320338]
8726,0.86,40.0,[[-0.38528505]],[0.01404166]
8727,0.86,41.0,[[-0.38562689]],[0.01472226]
8728,0.86,42.0,[[-0.38530976]],[0.01510835]
8729,0.86,43.0,[[-0.38438534]],[0.01512686]
8730,0.86,44.0,[[-0.3829311]],[0.01477875]
8731,0.86,45.0,[[-0.38102691]],[0.01414809]
8732,0.86,46.0,[[-0.37874541]],[0.01340155]
8733,0.86,47.0,[[-0.37615659]],[0.01274982]
8734,0.86,48.0,[[-0.37335273]],[0.01232657]
8735,0.86,49.0,[[-0.37047353]],[0.01210418]
8736,0.86,50.0,[[-0.36769057]],[0.0120428]
8737,0.86,51.0,[[-0.36518049]],[0.01225301]
8738,0.86,52.0,[[-0.36309589]],[0.01290165]
8739,0.86,53.0,[[-0.36150673]],[0.01386741]
8740,0.86,54.0,[[-0.36041616]],[0.01481018]
8741,0.86,55.0,[[-0.3598125]],[0.01546061]
8742,0.86,56.0,[[-0.3596817]],[0.01567997]
8743,0.86,57.0,[[-0.36001098]],[0.01544634]
8744,0.86,58.0,[[-0.36079358]],[0.0148443]
8745,0.86,59.0,[[-0.36203201]],[0.01405921]
8746,0.86,60.0,[[-0.36372002]],[0.01333506]
8747,0.86,61.0,[[-0.36574928]],[0.01282252]
8748,0.86,62.0,[[-0.36781153]],[0.01244049]
8749,0.86,63.0,[[-0.36952115]],[0.01202846]
8750,0.86,64.0,[[-0.37059183]],[0.01154766]
8751,0.86,65.0,[[-0.37091172]],[0.01111586]
8752,0.86,66.0,[[-0.37054682]],[0.01090422]
8753,0.86,67.0,[[-0.36966609]],[0.01094464]
8754,0.86,68.0,[[-0.36853882]],[0.01121255]
8755,0.86,69.0,[[-0.3674551]],[0.01167119]
8756,0.86,70.0,[[-0.36651271]],[0.01207182]
8757,0.86,71.0,[[-0.3657559]],[0.012181]
8758,0.86,72.0,[[-0.36525224]],[0.01195263]
8759,0.86,73.0,[[-0.365091]],[0.01154869]
8760,0.86,74.0,[[-0.36534661]],[0.01127018]
8761,0.86,75.0,[[-0.36594855]],[0.01136851]
8762,0.86,76.0,[[-0.36671641]],[0.01193544]
8763,0.86,77.0,[[-0.36746365]],[0.01265609]
8764,0.86,78.0,[[-0.36804609]],[0.01316018]
8765,0.86,79.0,[[-0.3683642]],[0.0132588]
8766,0.86,80.0,[[-0.36836139]],[0.01295882]
8767,0.86,81.0,[[-0.36803532]],[0.01247701]
8768,0.86,82.0,[[-0.36745353]],[0.01226462]
8769,0.86,83.0,[[-0.36674792]],[0.01286915]
8770,0.86,84.0,[[-0.3659837]],[0.01424901]
8771,0.86,85.0,[[-0.36520783]],[0.01597768]
8772,0.86,86.0,[[-0.36450666]],[0.01771064]
8773,0.86,87.0,[[-0.36398278]],[0.01923252]
8774,0.86,88.0,[[-0.36373324]],[0.02042048]
8775,0.86,89.0,[[-0.36383298]],[0.02120674]
